complaint,department,category,subcategory,severity,priority,urgency
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Gachibowli Flyover చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
Illegal encroachments blocking emergency fire tender access lane in Gachibowli Flyover market.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
Massive deep pothole near Tarnaka Tarnaka signal where two bikers slipped and got injured.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Illegal encroachments blocking emergency fire tender access lane in Ameerpet Center market. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
Hazardous biomedical hospital syringes and infected waste dumped openly in Nagole X Roads plot. Please send inspection team immediately.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near Begumpet Airport Road, children falling sick.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Jubilee Hills Check Post మే నల్ సే గందా బద్బూదార్ పానీ ఆ రహా హై ఔర్ లోగ్ బీమార్ పడ్ రహే హై.,Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Tarnaka Tarnaka signal లో.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
"Sewage manhole overflowing on street near Koti Women's College, black wastewater entering residences. Kindly take strict and swift civic action.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Hazardous biomedical hospital syringes and infected waste dumped openly in Tarnaka Tarnaka signal plot. The municipal corporation needs to inspect and resolve this immediately.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
Illegal commercial billboard hoarding erected without permit hanging dangerously in MG Road Metro Station.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
"Contaminated brown foul-smelling tap water supplied to households near RTC Cross Roads, children falling sick. Please send inspection team immediately.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Dilapidated 3-story residential building structural crack with falling wall debris at Charminar Main Bazaar. Please send inspection team immediately.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
స్ట్రీట్ లైట్లు వెలగడం లేదు Tarnaka Tarnaka signal లో చీకటిగా ఉంది దొంగతనాలు జరుగుతున్నాయి. The municipal corporation needs to inspect and resolve this immediately.,Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Major commercial building fire raging on 3rd floor with people trapped inside at Hitech City Mindspace. Kindly take strict and swift civic action.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Open illegal borewell pit left uncovered in Secunderabad Railway Station vacant plot where small children play. Multiple residents have reported this problem.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near Jubilee Hills Check Post. Multiple residents have reported this problem.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Kukatpally Housing Board చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి. Please send inspection team immediately.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
"డ్రింకింగ్ వాటర్ లో మురికి నీరు కలిసి వస్తోంది Madhapur Police Station junction లో, ప్రజలు రోగాల బారిన పడుతున్నారు.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Alwal Main Road చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
Street name boards missing or damaged throughout Uppal Ring Road residential layout. Danger to public health and safety.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Street name boards missing or damaged throughout Madhapur Police Station junction residential layout.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Encroachment on municipal park boundary by private builder fencing in Begumpet Airport Road. This has become an urgent public hazard.,Town Planning & Parks,Parks & Urban Planning,Park Encroachment,MEDIUM,MEDIUM,WITHIN 7 DAYS
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near Ameerpet Center.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Nagole X Roads లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Pedestrians and daily commuters are suffering badly.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Massive deep pothole near Secunderabad Railway Station where two bikers slipped and got injured.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
ఆసుపత్రి వ్యర్థాలు బయోమెడికల్ వేస్ట్ రోడ్డుపై పడేశారు Ameerpet Center వద్ద తక్షణమే తొలగించాలి.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
Dilapidated 3-story residential building structural crack with falling wall debris at MG Road Metro Station. Kindly take strict and swift civic action.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
"Deep open manhole without cover near school in Alwal Main Road, immediate risk of children falling in.",Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
"Dangerous crater-sized road collapse on flyover near Secunderabad Railway Station, vehicles at extreme risk of falling.",Roads & Infrastructure,Road Maintenance,Road Collapse,CRITICAL,CRITICAL,IMMEDIATE
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Mehdipatnam Bus Stop.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Illegal commercial billboard hoarding erected without permit hanging dangerously in Koti Women's College.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
"Streetlights not working for 2 weeks in Jubilee Hills Check Post, complete dark stretch unsafe for women. Please send inspection team immediately.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Exposed electric meter junction box with bare sparking wires near park in Dilsukhnagar Bus Depot. This has become an urgent public hazard.,Electricity & Power,Power Infrastructure,Exposed Meter Box,HIGH,HIGH,WITHIN 24 HOURS
"Streetlights not working for 2 weeks in Madhapur Police Station junction, complete dark stretch unsafe for women. Multiple residents have reported this problem.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Illegal encroachments blocking emergency fire tender access lane in Ameerpet Center market.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Lingampally Market చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
Encroachment on municipal park boundary by private builder fencing in Gachibowli Flyover.,Town Planning & Parks,Parks & Urban Planning,Park Encroachment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Illegal commercial billboard hoarding erected without permit hanging dangerously in Madhapur Police Station junction. Please send inspection team immediately.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
Electrical transformer caught fire with explosions near Charminar Main Bazaar market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Jubilee Hills Check Post. Situation is deteriorating quickly.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Open illegal borewell pit left uncovered in Secunderabad Railway Station vacant plot where small children play. Multiple residents have reported this problem.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Public park swing and slide sets rusted with sharp jagged edges injuring children in Charminar Main Bazaar. Pedestrians and daily commuters are suffering badly.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Massive garbage overflow uncollected for 10 days outside vegetable market in Gachibowli Flyover.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Nagole X Roads లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Danger to public health and safety.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"Dangerous crater-sized road collapse on flyover near Madhapur Police Station junction, vehicles at extreme risk of falling.",Roads & Infrastructure,Road Maintenance,Road Collapse,CRITICAL,CRITICAL,IMMEDIATE
Chemical tanker overturned leaking inflammable liquid on bypass road near Nagole X Roads.,Fire & Emergency Services,Fire & Disaster,Chemical Spill,CRITICAL,CRITICAL,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near Mehdipatnam Bus Stop, children falling sick. The municipal corporation needs to inspect and resolve this immediately.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి MG Road Metro Station వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Complete blackout in Alwal Main Road sector affecting dialysis and oxygen patient homes. Situation is deteriorating quickly.,Electricity & Power,Power Infrastructure,Power Outage,HIGH,VERY HIGH,IMMEDIATE
"Public toilet facility choked, leaking sewage onto pavement near Ameerpet Center. Multiple residents have reported this problem.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Electrical transformer caught fire with explosions near Charminar Main Bazaar market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Begumpet Airport Road.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Charminar Main Bazaar. The municipal corporation needs to inspect and resolve this immediately.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
రోడ్డుపై మ్యాన్‌హోల్ మూత లేకుండా తెరిచి ఉంది Koti Women's College వద్ద చాలా ప్రమాదకరం. The municipal corporation needs to inspect and resolve this immediately.,Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
Gachibowli Flyover కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి. The municipal corporation needs to inspect and resolve this immediately.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
"Dangerous crater-sized road collapse on flyover near Begumpet Airport Road, vehicles at extreme risk of falling. Danger to public health and safety.",Roads & Infrastructure,Road Maintenance,Road Collapse,CRITICAL,CRITICAL,IMMEDIATE
